ID,Age,Gender,Marital,Ethnicity,Education,Occupation,WorkSector,ProfPosition,OrgTenure,WorkingHours,Income,BWAS_1,BWAS_2,BWAS_3,BWAS_4,BWAS_5,BWAS_6,BWAS_7,PC_1,PC_2,PC_3,PC_4,PC_5,PC_6,PC_7,PC_8,PC_9,PC_10,PC_11,PC_12,JSS_1,JSS_2,JSS_3,JSS_4,JSS_5,JSS_6,JSS_7,BBI_1,BBI_2,BBI_3,BBI_4,BBI_5,BBI_6,BBI_7,BBI_8,BBI_9
386,27,2,5,6,6,4,1,4,1,45,1,3,3,2,3,4,3,3,3,3,3,4,3,4,4,3,2,4,4,4,3,2,3,4,3,4,4,3,3,3,3,3,3,3,3,3
387,21,2,5,3,2,23,3,4,4,25,12,2,2,4,1,3,3,2,3,4,4,4,4,4,4,4,4,4,4,3,3,2,3,4,4,2,3,2,3,2,3,2,2,2,3,3
388,22,1,5,3,5,10,2,4,1,55,6,3,3,3,3,3,4,4,3,4,4,4,4,5,3,4,4,3,3,2,4,4,3,4,4,4,3,4,5,3,4,4,5,4,3,4
389,23,2,5,6,5,7,2,4,2,10,1,3,3,4,3,1,2,2,3,2,2,4,3,3,2,4,2,4,3,3,3,2,2,4,2,4,4,3,5,3,5,5,5,5,6,4
390,25,2,5,3,6,23,2,2,3,50,3,5,4,4,4,4,5,4,4,4,5,5,4,4,4,4,4,3,5,4,4,4,4,5,5,4,4,5,6,5,5,5,5,6,4,6
391,22,2,5,6,6,7,1,4,1,22,1,4,4,3,2,2,4,4,4,4,4,4,4,3,4,4,4,4,3,3,2,3,2,5,4,4,2,4,5,4,5,5,5,4,5,5
392,37,1,1,6,6,2,2,1,0,50,11,3,4,2,2,5,3,3,5,5,4,5,5,5,4,5,5,5,4,5,2,3,3,4,3,5,2,4,3,5,4,6,4,4,6,3
393,48,2,1,6,5,2,2,1,17,50,11,3,2,3,2,2,5,3,4,4,4,4,3,4,3,4,4,4,4,2,3,2,3,4,4,5,3,4,5,3,4,2,2,4,4,4
394,47,2,3,6,6,23,3,1,2,70,2,2,5,4,3,4,4,4,4,4,5,4,3,5,2,5,4,4,4,4,4,4,4,4,4,5,4,5,2,3,2,2,2,4,2,1
395,56,1,5,6,6,13,2,3,2,40,8,1,2,2,1,3,3,2,4,3,4,4,2,3,2,4,2,4,2,2,1,3,2,3,1,3,1,1,6,4,5,5,4,2,6,5
396,35,1,5,6,6,13,1,1,1,42,7,1,3,2,1,1,3,2,4,4,4,4,4,3,4,5,4,5,3,4,4,4,3,2,3,3,4,2,2,3,5,4,3,2,4,3
397,40,2,5,6,6,2,2,2,15,50,7,4,5,3,4,5,5,5,4,4,2,5,1,5,4,5,4,4,2,2,2,2,2,1,1,5,3,6,6,5,5,6,5,6,4,5
398,50,2,1,6,6,2,2,2,3,55,8,2,5,4,4,3,5,4,5,5,5,4,2,2,2,3,2,4,3,2,3,3,2,2,2,5,1,6,6,5,2,6,1,4,5,5
399,30,2,5,3,6,2,2,2,5,40,3,3,3,3,3,2,3,1,4,4,4,4,4,4,4,4,2,4,4,3,3,2,3,3,3,3,4,2,4,2,4,4,4,2,4,4
400,20,1,5,3,5,2,2,3,1,40,2,3,3,4,3,3,3,4,4,4,5,4,4,5,4,5,4,4,4,3,4,3,3,2,5,3,4,4,4,5,4,5,4,5,4,4
401,43,2,1,7,7,4,1,4,0,46,5,5,5,5,5,5,5,5,4,4,4,4,3,3,2,5,4,4,5,3,4,5,5,2,5,5,4,5,1,2,1,3,2,4,2,2
402,23,2,5,2,5,4,1,4,2,40,5,1,3,1,3,1,2,3,4,3,4,4,4,4,4,4,2,4,4,4,4,1,3,1,4,3,4,2,1,2,2,3,1,1,1,5
403,25,1,5,6,5,10,3,4,1,20,2,4,4,4,1,3,4,1,2,2,1,2,3,4,4,4,4,4,4,2,4,2,4,1,2,4,3,5,2,5,4,4,5,4,4,3
404,48,1,5,7,6,14,2,4,8,35,6,1,1,1,1,1,1,3,5,1,5,5,5,5,5,5,4,5,4,5,2,3,1,1,1,2,1,1,6,1,6,2,1,1,1,4
405,23,1,5,6,6,2,2,4,1,55,3,2,2,3,3,4,3,4,3,4,3,4,3,5,2,3,2,4,5,2,4,3,2,4,3,2,3,5,2,2,4,4,5,3,5,6
406,22,2,5,3,5,13,1,4,1,40,4,4,1,1,1,2,1,1,2,2,2,4,4,2,2,4,4,2,4,4,4,1,2,1,3,1,4,2,2,1,2,2,2,2,4,2
407,23,1,5,6,6,2,2,4,2,46,6,3,2,2,2,2,2,2,4,4,4,4,4,4,4,5,4,4,4,5,4,3,4,4,3,4,4,3,2,2,3,2,3,2,2,2
408,22,1,5,6,6,2,2,3,2,50,4,2,3,4,2,2,2,1,4,4,5,5,3,3,4,5,4,5,4,4,5,4,4,5,4,4,5,2,2,2,4,2,2,2,2,3
409,35,1,1,6,7,8,2,4,2,40,3,1,4,3,2,1,4,3,4,4,4,4,2,4,4,4,4,3,3,2,2,2,2,2,2,4,2,4,6,4,4,5,5,3,5,2
410,54,2,1,6,2,2,1,2,25,30,8,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,2,4,2,4,4,2,2,4,4,4,4,4,4,2,4,4
411,22,1,5,6,2,14,1,4,2,5,1,1,2,1,1,1,1,1,3,4,4,3,3,4,4,5,4,4,3,4,2,3,3,2,1,2,2,1,5,1,6,4,6,1,4,3
412,53,2,5,8,6,14,1,3,18,35,8,1,1,1,1,1,1,1,5,5,5,4,2,4,2,5,4,5,5,4,1,1,1,1,1,1,1,2,6,1,6,5,5,1,5,6
413,27,2,1,6,5,19,2,3,2,44,4,1,3,1,2,2,4,4,4,4,5,5,4,3,2,5,4,5,4,5,4,5,4,4,4,5,3,2,6,6,5,6,6,4,4,6
414,36,2,5,6,6,1,1,4,7,43,2,3,5,5,3,3,4,5,3,4,5,3,3,4,3,4,4,4,3,4,2,3,1,2,2,4,3,6,6,6,4,4,5,5,6,6
415,24,2,5,6,5,23,1,4,1,32,2,2,2,2,1,3,2,1,3,4,3,4,3,3,4,4,4,4,4,3,4,4,3,1,4,4,4,3,2,3,3,4,3,1,3,2
416,53,2,1,6,6,4,1,3,1,19,4,2,3,1,1,2,1,2,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,3,4,2,4,1,1,1,1,1,1,1,1,1
417,29,2,5,3,6,1,2,4,2,40,1,4,5,4,3,2,4,5,5,5,5,4,3,2,2,5,4,3,4,2,1,1,1,3,1,5,2,5,6,5,6,4,5,3,6,5
418,25,1,5,3,5,13,1,4,2,40,3,2,3,3,3,3,3,3,3,3,3,2,3,3,3,2,4,2,3,3,1,3,2,2,2,3,2,2,2,3,2,2,3,3,3,3
419,38,1,1,6,5,5,1,4,2,27,3,1,2,2,2,2,3,3,3,3,4,4,4,3,5,5,3,4,3,4,4,4,4,4,3,3,4,2,2,3,1,2,2,3,3,4
420,37,1,1,6,7,4,1,4,7,40,2,3,2,1,3,2,1,2,4,4,5,3,5,5,5,4,2,4,5,5,5,2,4,3,4,2,5,3,1,2,1,2,2,3,1,1
421,26,1,5,3,6,2,2,3,4,40,12,2,4,5,4,3,4,4,4,4,4,2,3,4,3,4,4,4,4,4,4,4,4,2,4,4,4,4,2,3,2,4,2,2,2,5
422,54,1,1,6,2,20,1,2,27,44,9,3,4,3,3,3,3,3,4,5,4,4,4,4,3,4,3,4,4,3,3,2,3,4,2,5,3,4,4,6,5,5,3,5,2,4
423,26,1,5,3,6,5,1,3,6,51,3,4,3,3,4,3,4,3,4,4,4,4,4,5,5,5,4,4,4,5,5,2,5,5,5,5,5,5,2,2,2,2,2,2,2,2
424,22,2,5,6,5,2,2,2,1,44,2,4,5,3,4,3,5,5,3,3,2,2,2,2,3,4,2,3,4,4,2,1,2,3,2,5,2,6,6,5,6,6,6,4,4,5
425,36,1,5,6,5,14,2,3,1,30,12,2,3,1,1,1,3,3,4,4,4,4,3,4,3,4,3,4,3,3,3,4,2,3,3,4,3,3,5,3,3,3,4,2,5,3
426,25,1,5,3,6,2,2,3,2,38,4,4,3,2,2,2,3,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,4,4,4,4,4,3,4,4
427,26,1,5,2,5,13,2,3,3,40,3,2,3,2,4,4,2,3,2,3,1,4,1,2,2,1,5,3,3,4,3,5,5,2,2,5,2,3,3,6,4,3,6,1,3,3
428,43,2,1,2,6,8,1,4,2,36,5,4,5,5,5,4,4,5,4,4,4,4,4,4,4,5,3,5,4,5,4,4,4,4,4,5,4,5,2,4,2,2,2,5,2,2
429,22,2,5,6,6,5,2,4,0,32,2,3,5,5,5,3,4,4,3,3,4,5,3,3,4,5,2,4,4,4,4,3,4,2,3,4,4,5,2,4,3,4,3,5,4,4
430,39,2,5,2,5,13,1,2,5,34,6,3,4,3,2,2,3,3,3,4,4,3,4,3,3,3,5,4,5,3,4,4,5,4,4,3,4,5,5,4,4,3,4,3,5,3
431,31,1,1,6,6,7,2,2,5,50,12,3,4,3,3,1,2,2,4,3,5,4,5,2,4,5,4,5,3,4,4,3,4,3,5,5,5,4,1,3,2,1,2,2,3,6
432,24,2,5,6,5,6,1,4,4,25,3,4,4,4,3,3,4,4,3,3,2,4,3,4,4,4,4,4,4,4,4,2,4,3,4,4,4,3,4,4,2,4,4,4,3,3
433,26,2,5,3,5,23,1,4,2,24,2,2,4,2,3,3,3,2,3,4,1,3,3,4,4,2,4,2,4,2,4,2,4,3,4,2,3,2,2,3,2,4,2,4,2,3
434,27,2,5,6,6,1,1,4,1,37,5,1,1,1,1,1,1,1,3,3,4,4,4,3,4,4,4,4,3,4,4,4,3,2,4,4,4,2,2,2,2,4,2,2,2,2
435,54,2,1,6,6,23,1,4,21,15,5,2,3,1,2,2,2,1,3,3,3,3,4,4,4,4,3,4,4,4,4,4,3,4,4,4,4,4,4,3,2,4,5,1,4,6
436,24,1,5,3,5,1,1,4,1,45,1,3,4,4,5,4,5,4,5,3,5,3,3,4,4,2,2,4,3,4,2,3,2,4,1,5,2,6,4,6,5,5,5,4,6,2
437,24,1,5,2,5,5,1,4,2,8,1,5,2,2,1,2,2,5,4,4,4,4,1,5,4,5,2,4,2,3,1,5,1,2,1,2,1,3,6,2,2,5,3,3,3,1
438,54,1,1,6,3,23,2,1,21,45,6,2,3,1,3,4,2,1,4,3,2,4,4,4,4,4,4,2,4,4,3,4,4,3,4,4,4,4,6,2,2,2,2,2,2,2
439,22,2,5,6,5,9,2,4,1,16,1,3,2,2,1,4,4,2,2,2,3,2,1,2,1,3,4,4,3,2,2,1,4,4,2,2,4,3,5,3,4,4,4,2,4,4
440,55,1,1,6,6,2,3,1,10,60,11,2,4,3,5,5,3,4,5,5,5,4,3,4,3,5,2,5,2,4,5,5,4,1,5,5,4,5,4,5,5,5,2,5,2,5
441,20,1,4,3,4,23,2,2,10,18,3,3,5,2,2,3,4,4,3,4,3,4,5,5,3,4,4,2,3,4,4,4,3,3,2,2,5,4,6,5,3,4,3,5,2,3
442,24,2,5,6,5,4,2,4,2,40,3,3,4,4,5,3,5,3,3,2,4,3,3,4,4,5,4,4,2,1,2,2,2,4,3,4,3,4,6,3,5,6,5,4,6,6
443,26,1,5,3,6,13,2,4,4,50,12,4,4,3,3,2,2,3,5,3,4,3,4,4,3,4,3,4,3,4,4,4,5,3,3,4,4,4,5,5,5,4,3,2,4,3
444,23,2,5,3,6,2,2,4,0,8,2,4,4,3,3,5,4,4,4,4,4,4,3,4,4,4,3,4,3,4,3,2,3,2,4,3,4,3,4,5,4,5,5,4,4,4
445,21,2,5,2,2,2,1,4,50,40,7,3,3,4,2,1,4,1,3,3,4,4,3,4,4,3,3,4,4,4,3,1,2,1,4,3,3,3,1,1,4,4,2,1,2,5
446,23,3,5,3,2,10,2,4,10,46,1,4,5,3,4,5,3,3,1,4,3,5,1,2,4,5,3,4,5,2,2,3,4,4,3,5,2,4,5,4,6,4,3,3,2,1
447,26,2,5,6,3,2,1,2,5,34,10,4,3,3,3,2,4,3,5,4,4,2,3,5,4,4,3,4,4,5,4,4,5,4,5,2,4,3,2,5,3,3,2,1,3,6
448,24,2,5,6,2,10,1,3,1,45,6,2,3,2,3,3,2,2,3,4,3,3,2,4,3,4,4,3,3,4,4,2,4,3,4,3,3,3,3,2,2,3,2,3,3,3
449,22,2,5,6,2,20,1,4,2,52,4,4,3,3,4,5,3,4,4,4,2,3,3,4,4,4,3,2,4,3,5,2,4,4,3,4,3,4,6,4,4,4,4,5,5,5
450,35,1,1,6,5,2,2,2,8,40,3,2,2,2,2,2,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,2,4,2,2,3,2,2,2,3,2,2
451,35,1,1,6,5,1,2,2,7,38,3,2,2,2,2,3,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,2,4,2,3,2,2,2,2,3,3,2
452,53,1,1,6,7,13,2,1,2,50,12,2,5,1,1,1,1,3,4,5,4,4,4,4,2,5,3,4,3,4,2,2,2,4,2,4,2,2,2,2,4,2,2,2,2,2
453,29,2,5,6,4,5,1,3,5,40,6,2,3,2,2,2,3,3,3,4,3,4,2,4,3,4,4,4,4,4,3,2,2,4,3,3,3,5,5,3,2,5,4,4,5,6
454,28,2,1,6,6,20,2,4,3,45,8,4,4,2,3,3,2,2,2,2,4,2,3,3,2,4,4,2,2,2,4,4,2,4,4,4,3,3,5,3,4,3,5,3,3,2
455,19,2,5,3,5,23,1,4,1,3,12,4,3,2,2,3,3,2,3,4,4,3,3,3,3,3,4,4,3,3,4,2,3,3,3,3,3,3,3,2,3,2,3,2,2,2
456,22,2,5,6,6,7,1,4,3,27,1,2,3,1,1,1,1,1,4,1,4,4,3,4,5,5,3,4,4,4,4,3,4,3,4,3,4,1,2,2,3,2,4,1,1,3
457,22,2,5,6,5,9,2,4,3,25,3,4,5,3,3,4,5,4,2,2,2,4,4,4,5,5,5,5,3,2,4,1,2,5,3,4,2,2,5,4,4,4,2,4,3,4
458,26,2,5,3,6,2,2,4,1,38,1,3,3,2,2,2,2,3,4,2,4,4,3,4,4,4,4,3,4,4,3,2,3,3,4,2,3,3,3,5,3,3,5,4,2,5
459,25,1,5,3,6,13,2,2,1,40,4,2,5,4,3,4,5,3,3,4,4,4,5,3,4,3,3,5,4,5,3,5,3,4,5,3,4,5,5,4,5,4,4,6,4,5
460,28,2,5,6,6,23,1,4,0,45,5,5,4,4,2,3,4,4,1,1,1,2,3,3,4,5,2,2,2,3,4,1,3,1,4,4,4,3,1,4,2,4,4,1,1,1
461,43,2,5,6,6,10,2,4,1,50,12,5,4,4,4,3,5,3,1,1,1,1,1,1,2,4,1,2,1,2,2,2,1,3,1,5,2,4,5,3,5,4,4,2,6,3
462,38,2,5,6,3,6,1,3,2,50,5,3,4,4,4,3,4,4,4,3,4,4,4,3,2,4,3,4,3,4,3,4,3,3,2,4,3,6,4,5,4,5,4,4,3,3
463,24,2,5,2,6,2,1,4,1,25,3,3,4,2,4,4,3,3,3,4,2,4,2,2,4,4,3,4,3,3,5,4,3,4,3,4,3,5,3,3,2,3,3,3,3,5
464,29,1,5,6,6,18,2,4,2,32,4,1,1,1,1,1,1,1,4,3,4,3,4,3,5,3,3,4,3,3,4,4,4,3,4,4,4,1,1,1,4,1,2,1,3,1
465,52,2,1,8,6,4,1,2,4,30,2,4,5,5,5,3,5,3,2,2,2,3,4,4,2,4,2,3,3,4,4,4,4,4,3,4,4,4,2,2,2,3,2,2,2,2
466,25,2,5,6,5,5,2,4,5,25,3,2,3,3,1,1,4,3,3,2,3,4,4,3,3,4,3,4,3,4,3,1,2,1,2,4,2,2,4,4,5,5,4,2,2,5
467,37,1,1,7,5,13,2,2,7,40,5,4,4,4,4,1,5,4,3,3,4,4,3,2,4,4,2,4,3,1,2,2,2,5,2,4,2,5,6,5,3,5,3,4,4,4
468,22,2,5,6,5,5,1,4,4,30,3,4,5,4,2,5,5,4,4,4,5,4,3,5,4,5,5,5,2,3,4,4,3,1,4,5,4,5,2,5,2,4,2,5,1,3
469,30,2,1,3,5,13,2,2,3,5,12,2,2,1,1,1,3,3,4,4,4,4,3,3,4,4,2,4,4,4,2,3,2,3,2,4,2,4,5,1,3,3,5,1,5,2
470,29,2,1,3,6,5,1,4,1,20,2,3,4,3,3,4,3,3,4,4,3,3,2,3,4,4,3,4,4,3,3,3,3,3,2,4,3,4,4,4,4,4,4,4,3,3
471,29,1,5,6,6,4,1,4,4,60,2,5,5,5,5,4,5,5,1,1,2,3,2,1,1,1,2,2,1,1,1,4,2,1,1,5,2,6,6,6,6,6,4,6,6,6
472,41,1,5,6,7,23,1,4,4,35,12,2,4,1,1,1,2,2,4,4,5,4,5,3,4,5,4,4,3,3,2,1,2,2,2,3,2,5,4,1,4,3,2,1,5,3
473,25,1,5,7,6,2,1,2,1,38,12,1,4,3,2,2,5,3,3,3,4,2,3,4,4,5,3,3,4,4,3,2,3,3,2,4,4,5,2,5,1,2,5,4,3,3
474,41,1,1,8,6,1,3,1,7,60,11,4,3,1,2,2,1,2,5,5,5,5,5,5,5,5,5,3,4,4,5,4,3,5,5,4,5,3,1,2,1,1,1,1,1,1
475,21,2,5,2,5,9,2,4,2,16,2,3,2,1,1,1,2,1,3,3,3,4,4,3,4,4,4,4,3,4,4,4,5,4,3,3,3,1,5,1,4,4,4,1,5,5
476,30,2,5,3,6,4,2,4,4,56,1,2,4,4,4,3,3,2,4,3,4,4,4,3,3,3,4,3,4,3,5,5,4,2,4,4,4,3,2,2,2,2,2,2,2,3
477,23,2,5,3,6,7,2,4,1,20,2,3,5,3,3,4,4,5,5,5,5,3,4,3,4,4,3,5,4,3,3,3,2,5,2,3,3,4,4,3,2,2,3,2,4,4
478,33,2,1,3,6,4,1,2,28,40,6,4,4,4,4,3,2,2,4,4,4,4,2,4,4,4,3,4,4,3,2,2,2,2,2,2,2,3,5,4,5,5,4,3,5,2
479,34,2,1,6,6,23,2,2,9,70,8,1,4,1,1,4,1,1,5,4,5,3,5,3,4,4,5,5,5,4,4,1,2,1,4,4,4,1,1,1,1,1,1,1,1,1
480,28,1,5,3,6,20,2,4,1,45,12,3,3,2,3,4,3,2,2,4,4,4,3,3,3,3,3,3,3,2,3,2,2,1,3,3,4,4,6,4,5,2,4,4,5,5
481,27,2,5,6,6,11,2,4,7,49,4,5,5,2,4,2,4,4,2,4,3,4,4,4,4,4,4,4,4,5,4,2,4,1,4,5,3,4,3,5,4,2,3,4,1,2
482,34,1,1,6,3,7,2,4,3,40,4,2,3,2,1,2,4,3,4,3,4,4,4,2,4,5,4,4,3,2,2,1,3,2,2,4,3,4,3,4,2,3,3,3,3,6
483,19,1,5,6,3,10,3,4,0,20,1,1,2,3,1,1,2,2,4,4,4,4,3,4,5,3,4,3,3,4,4,2,4,1,4,3,4,2,2,1,3,3,2,1,3,2
484,36,2,1,6,6,4,1,4,1,20,2,3,3,3,3,3,3,3,4,5,3,4,4,4,4,5,3,4,3,4,5,2,4,4,5,4,4,2,1,4,1,2,1,4,4,2
485,24,1,5,6,6,20,2,4,2,25,6,2,3,1,1,1,2,1,4,4,5,4,4,4,4,5,3,5,4,4,3,4,4,2,3,4,3,2,4,1,2,2,3,2,2,1
486,32,1,1,6,5,20,2,3,5,50,8,3,4,3,3,3,3,3,5,5,2,3,5,5,4,5,4,5,3,5,4,2,4,2,4,4,4,3,2,4,4,3,3,3,2,1
487,23,1,5,6,5,15,2,4,2,40,6,3,4,4,4,5,4,3,4,4,3,3,4,5,5,3,4,4,4,3,3,4,4,4,5,3,5,4,4,3,5,5,4,4,4,5
488,34,2,1,7,6,11,1,2,3,50,12,4,4,4,2,4,4,4,4,4,3,1,2,2,1,5,2,4,2,1,4,2,2,1,2,5,2,5,6,5,6,6,1,5,6,2
489,28,2,5,6,7,23,1,4,1,37,3,5,2,4,1,1,2,1,2,1,3,4,1,4,2,1,4,4,3,3,3,4,2,2,4,4,2,3,6,2,6,5,5,4,2,6
490,45,2,1,6,3,2,2,3,1,40,5,3,3,3,3,1,4,4,5,4,5,2,3,4,3,5,3,4,2,3,1,2,3,2,2,4,2,6,6,4,5,5,3,6,5,5
491,28,1,5,3,6,19,1,2,2,40,5,2,3,1,4,1,4,2,5,5,5,5,3,5,5,4,4,5,3,3,3,1,3,2,3,4,3,1,4,2,5,1,4,4,3,2
492,53,2,1,6,5,5,2,4,1,10,1,4,4,2,4,4,5,4,3,4,2,2,2,1,4,3,3,2,3,3,3,4,3,4,4,4,2,5,3,3,2,4,2,4,3,3
493,24,2,5,3,6,7,2,4,1,45,3,1,3,1,2,2,3,1,4,4,4,4,4,4,4,4,4,4,4,4,2,3,2,2,2,4,3,5,4,2,5,4,3,4,4,2
494,23,2,5,3,6,4,1,4,2,40,3,3,3,2,1,1,2,1,4,4,4,4,4,4,3,3,2,4,5,4,4,3,3,4,4,3,4,2,2,1,5,4,2,2,1,2
495,24,2,5,6,5,15,1,4,1,52,4,1,2,4,1,3,3,2,3,2,3,3,4,4,3,4,4,4,3,4,4,4,4,1,2,4,3,4,4,5,4,4,4,3,4,5
496,27,2,5,6,5,7,2,3,5,50,2,1,5,2,4,3,5,5,3,2,1,1,3,2,1,5,5,4,4,5,2,1,3,1,3,5,4,6,5,4,5,5,4,3,5,1
497,57,1,1,6,2,13,2,1,1,55,11,2,4,3,2,4,4,4,5,5,5,4,4,4,4,5,4,4,3,2,4,2,4,4,4,5,4,5,2,6,1,2,2,4,2,1
498,30,2,5,6,5,2,2,1,7,40,6,3,4,2,2,3,3,4,4,5,4,4,2,4,2,5,4,4,2,4,2,4,3,2,2,3,3,3,3,5,5,2,2,1,5,5
499,54,2,1,6,2,13,1,2,16,45,7,3,4,4,4,3,4,3,4,4,5,5,4,5,4,4,3,5,3,5,4,3,4,3,4,5,4,5,2,5,2,4,3,4,1,1
500,27,2,5,6,6,4,1,4,6,48,5,3,4,4,3,2,4,3,2,3,2,4,3,3,4,4,2,3,3,4,3,2,4,2,4,3,3,4,2,3,3,3,3,2,3,4
501,29,2,5,8,5,6,2,3,2,70,3,5,5,5,5,5,5,4,5,4,4,5,4,5,2,4,4,4,4,5,3,5,3,5,4,5,3,6,4,6,5,4,3,1,5,6
502,26,2,5,6,5,20,2,4,1,40,6,2,2,1,1,1,2,2,4,4,4,4,5,3,4,4,2,3,4,5,4,1,4,1,4,4,4,2,5,2,5,4,4,4,4,5
503,28,2,5,6,2,2,2,2,2,20,3,4,4,4,4,5,3,3,4,4,4,4,4,5,5,4,2,3,5,4,2,2,2,2,4,5,4,4,3,5,5,2,5,5,4,5
504,27,1,5,3,6,2,3,1,2,56,12,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,4,3,3,4,3,4,4,4,4,4,4,4
505,27,1,5,4,5,20,2,4,1,40,1,2,3,2,5,3,4,4,5,3,4,3,2,4,3,5,4,3,4,5,4,3,4,1,4,5,3,5,2,5,6,2,4,5,2,5
506,26,2,5,6,5,10,2,4,1,40,3,1,4,1,3,1,4,2,3,3,3,3,4,3,4,3,4,4,3,4,3,3,3,1,2,2,3,3,3,3,2,3,3,3,3,4
507,27,1,5,6,6,10,2,4,6,20,2,3,4,1,3,3,4,3,4,4,4,4,2,4,4,5,3,4,4,5,3,3,3,4,3,2,3,6,6,1,6,2,4,3,1,3
508,35,2,1,6,4,8,2,2,10,50,10,3,4,4,3,5,4,3,3,3,3,3,1,2,2,3,3,3,3,2,4,4,4,4,2,2,2,3,4,5,4,2,4,3,6,2
509,25,2,1,6,3,5,2,2,9,36,10,2,4,2,2,4,3,2,4,3,4,4,3,4,4,3,3,4,4,5,3,4,4,5,4,5,3,4,4,5,4,4,5,4,3,5
510,26,2,1,6,4,8,2,3,7,42,11,3,2,4,4,5,3,4,4,4,3,1,5,4,4,4,3,2,4,3,3,5,2,4,3,5,3,5,4,3,4,4,5,3,5,4
511,45,1,2,6,6,13,2,1,36,65,9,3,3,2,2,2,3,3,2,2,3,2,2,2,3,1,2,1,1,3,3,3,3,2,3,2,3,3,1,3,3,3,3,2,3,3
512,31,1,1,7,5,19,2,3,7,46,2,1,3,2,2,4,3,2,5,5,5,1,2,5,1,3,3,5,2,4,1,1,1,3,3,1,2,1,5,1,4,5,6,1,6,1
513,32,2,1,3,5,23,2,4,10,51,12,4,5,4,2,1,4,3,3,3,4,3,3,4,2,4,4,4,4,4,2,2,3,3,2,4,4,5,5,4,2,5,5,3,4,3
514,22,3,2,2,3,9,1,2,47,56,10,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3
515,24,2,1,6,3,23,1,3,1,1,11,3,1,1,2,3,2,2,4,5,4,1,3,4,3,2,2,3,5,3,3,1,2,2,1,3,1,3,5,6,4,5,5,5,4,4
